"ONU external ID","PON Type",SN,"Onu Type",Name,OLT,Board,Port,"Allocated ONU",Zone,Address,Latitude,Longitude,"ODB (Splitter)","ODB Port",Mode,"WAN mode","IP address","Subnet mask","Default gateway",DNS1,DNS2,Username,Password,CATV,"Administrative status","Auth date",Status,Signal,"Signal 1310","Signal 1490",Distance(m),"Service port","Service port VLAN","Service port CVLAN","Service port SVLAN","Service port tag transform mode","Service port upload speed","Service port download speed",Contact,"TR069 Profile","TR069 Device ID","Last status change"
HWTC7D7CFD5D,gpon,HWTC7D7CFD5D,HG8310M,ehfernandez1,"Villa Dolores 2",2,7,14,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2025-11-23 12:40:13",Online,"Very good",-28.24,-28.86,7447,0,120,,,translate,300Mbps,300Mbps,,,,"2026-04-09 07:27:44"
HWTC7D40F05D,gpon,HWTC7D40F05D,HG8310M,npayero,"Villa Dolores 2",2,7,16,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-20 18:10:42",Online,"Very good",-26.78,-22.22,7531,3920,120,,,translate,300Mbps,300Mbps,,,,"2026-03-11 09:33:07"
HWTC7D7E535D,gpon,HWTC7D7E535D,HG8310M,mequiroga2,"Villa Dolores 2",2,7,20,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-28 09:18:58",Online,"Very good",-25.69,-22.67,7378,2836,120,,,translate,300Mbps,300Mbps,,,,"2026-03-11 09:33:07"
HWTC7D2E185D,gpon,HWTC7D2E185D,HG8310M,mcalderon4,"Villa Dolores 2",2,7,22,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-28 12:21:25",Online,"Very good",-26.03,-21.55,7505,4406,120,,,translate,300Mbps,300Mbps,,,,"2026-03-11 09:33:07"
HWTC7D36B45D,gpon,HWTC7D36B45D,HG8310M,fromero2,"Villa Dolores 2",2,7,24,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-29 10:44:40",Online,"Very good",-26.2,-22.67,7473,4546,120,,,translate,300Mbps,300Mbps,,,,"2026-03-30 20:34:57"
HWTC7D359C5D,gpon,HWTC7D359C5D,HG8310M,sramos,"Villa Dolores 2",2,7,26,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-10-10 17:38:14",Online,"Very good",-25.09,-21.61,7133,3015,120,,,translate,300Mbps,300Mbps,,,,"2026-03-11 09:33:07"
HWTC7D26BB5D,gpon,HWTC7D26BB5D,HG8310M,smurua,"Villa Dolores 2",2,7,28,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-10-27 10:19:40",Online,"Very good",-25.23,-22.14,7084,3556,120,,,translate,300Mbps,300Mbps,,,,"2026-03-11 09:33:07"
HWTC7DB3785D,gpon,HWTC7DB3785D,HG8310M,fbertarelli,"Villa Dolores 2",2,7,29,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-11-14 17:39:19",Online,"Very good",-27.7,-24.31,7333,3636,120,,,translate,1G,1G,,,,"2026-04-12 17:45:14"
HWTC7D3FD05D,gpon,HWTC7D3FD05D,HG8310M,spereyra6,"Villa Dolores 2",2,7,30,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-12-22 18:22:58",Online,Warning,-30.46,-26.02,7740,5187,120,,,translate,300Mbps,300Mbps,,,,"2026-03-11 09:33:07"
TPLG8BDDE2FD,gpon,TPLG8BDDE2FD,TX-6610,maolmos,"Villa Dolores 2",2,7,38,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2025-02-01 10:54:08",Online,"Very good",-26.39,-23.37,7553,5212,120,,,translate,300Mbps,300Mbps,,,,"2026-03-17 12:37:26"
HWTC22ED5F9B,gpon,HWTC22ED5F9B,IC425ETB,jramaya,"Villa Dolores 2",2,7,60,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2026-03-30 17:56:22",Online,"Very good",-26.78,-22.67,7178,893,120,,,translate,300Mbps,300Mbps,,,,"2026-03-31 08:49:00"
HWTC23308F9B,gpon,HWTC23308F9B,IC425ETB,soviedo1,"Villa Dolores 2",2,8,0,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-28 11:42:57",Online,"Very good",-28.87,-26.19,6253,5384,120,,,translate,300Mbps,300Mbps,,,,"2026-03-25 23:02:17"
HWTC22F4EF9B,gpon,HWTC22F4EF9B,IC425ETB,dcastro,"Villa Dolores 2",2,8,5,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-29 09:33:26",Online,"Very good",-26.58,-22.07,6447,2070,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC22F79F9B,gpon,HWTC22F79F9B,IC425ETB,iarguello,"Villa Dolores 2",2,8,7,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-29 10:12:27",Online,"Very good",-25.53,-20.36,6282,3867,120,,,translate,300Mbps,300Mbps,,,,"2026-03-31 14:35:36"
HWTC22F4FF9B,gpon,HWTC22F4FF9B,IC425ETB,marriola,"Villa Dolores 2",2,8,8,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-29 11:01:00",Online,"Very good",-25.86,-22.52,6263,2567,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
TPLGE31A99FF,gpon,TPLGE31A99FF,TX-6610,rapereyra,"Villa Dolores 2",2,8,9,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2024-11-01 19:09:19",Online,"Very good",-28.54,-27.44,6756,3620,140,,,translate,1G,1G,,,,"2026-03-11 09:33:07"
HWTC232FCF9B,gpon,HWTC232FCF9B,IC425ETB,eysuarez,"Villa Dolores 2",2,8,11,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-29 12:12:17",Online,"Very good",-28.87,-23.98,6860,4333,120,,,translate,300Mbps,300Mbps,,,,"2026-03-11 09:33:07"
HWTC22FA3F9B,gpon,HWTC22FA3F9B,IC425ETB,abustos2,"Villa Dolores 2",2,8,13,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-29 17:02:28",Online,"Very good",-27.22,-24.43,6221,2815,120,,,translate,300Mbps,300Mbps,,,,"2026-03-26 14:02:54"
HWTC22FAEF9B,gpon,HWTC22FAEF9B,IC425ETB,llopez4,"Villa Dolores 2",2,8,14,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-29 17:04:45",Online,"Very good",-26.58,-21.25,6768,1994,120,,,translate,300Mbps,300Mbps,,,,"2026-04-08 16:08:56"
HWTC22F7FF9B,gpon,HWTC22F7FF9B,IC425ETB,gaventre,"Villa Dolores 2",2,8,15,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-29 18:31:49",Online,"Very good",-24.69,-20.97,6734,887,120,,,translate,300Mbps,300Mbps,,,,"2026-04-03 19:20:44"
HWTC22F2FF9B,gpon,HWTC22F2FF9B,IC425ETB,poviedo,"Villa Dolores 2",2,8,17,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-30 16:43:17",Online,"Very good",-28.24,-23.87,6733,3024,120,,,translate,300Mbps,300Mbps,,,,"2026-04-13 17:49:24"
HWTC22F8CF9B,gpon,HWTC22F8CF9B,IC425ETB,fagil,"Villa Dolores 2",2,8,19,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2024-04-23 09:54:14",Online,"Very good",-28.54,-24.56,6247,2755,120,,,translate,300Mbps,300Mbps,,,,"2026-03-28 10:15:34"
HWTC22F75F9B,gpon,HWTC22F75F9B,IC425ETB,jalvarez,"Villa Dolores 2",2,8,22,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-31 17:36:11",Online,"Very good",-25.69,-21.08,6548,2360,120,,,translate,300Mbps,300Mbps,,,,"2026-04-13 20:22:41"
HWTC22FAFF9B,gpon,HWTC22FAFF9B,IC425ETB,rsebastianick,"Villa Dolores 2",2,8,23,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-31 18:01:06",Online,"Very good",-26.03,-17.64,6779,4449,120,,,translate,300Mbps,300Mbps,,,,"2026-03-11 09:33:07"
HWTC22D81F9B,gpon,HWTC22D81F9B,IC425ETB,jlromero2,"Villa Dolores 2",2,8,24,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-31 18:12:16",Online,"Very good",-24.69,-21.74,6720,3715,120,,,translate,300Mbps,300Mbps,,,,"2026-03-23 14:54:42"
HWTC2301BF9B,gpon,HWTC2301BF9B,IC425ETB,scejas,"Villa Dolores 2",2,8,25,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-31 18:12:45",Online,"Very good",-24.69,-20.81,6781,2818,120,,,translate,300Mbps,300Mbps,,,,"2026-03-11 09:33:07"
HWTC22E07F9B,gpon,HWTC22E07F9B,IC425ETB,ncastillo,"Villa Dolores 2",2,8,26,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-31 18:24:31",Online,"Very good",-25.09,-19.95,6838,4948,120,,,translate,300Mbps,300Mbps,,,,"2026-04-16 19:29:14"
HWTC7D26C65D,gpon,HWTC7D26C65D,HG8310M,moyola2,"Villa Dolores 2",2,8,28,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-11 16:19:51",Online,"Very good",-26.58,-23.18,6280,5137,120,,,translate,300Mbps,300Mbps,,,,"2026-04-15 20:53:59"
HWTC4845DE93,gpon,HWTC4845DE93,HG8310M,mluppini,"Villa Dolores 2",2,8,29,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-11 17:02:17",Online,"Very good",-25.38,-20.45,6822,4908,120,,,translate,300Mbps,300Mbps,,,,"2026-03-11 09:33:07"
HWTC7D60C05D,gpon,HWTC7D60C05D,HG8310M,vlopez3,"Villa Dolores 2",2,8,30,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-11 18:05:34",Online,"Very good",-26.2,-23.1,6795,5325,120,,,translate,300Mbps,300Mbps,,,,"2026-03-26 15:12:05"
HWTC5977E38C,gpon,HWTC5977E38C,HG8310M,wreynoso,"Villa Dolores 2",2,8,34,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-20 18:17:34",Online,"Very good",-28.54,-26.38,6905,4446,120,,,translate,300Mbps,300Mbps,,,,"2026-03-11 09:33:07"
TPLG8BDDE814,gpon,TPLG8BDDE814,TX-6610,acordero,"Villa Dolores 2",2,8,36,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2025-11-06 09:11:13",Online,"Very good",-26.99,-23.56,6713,1830,120,,,translate,300Mbps,300Mbps,,,,"2026-03-28 11:37:15"
HWTC7D18745D,gpon,HWTC7D18745D,HG8310M,mabenitez2,"Villa Dolores 2",2,8,39,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2024-11-21 11:59:06",Online,"Very good",-27.7,-24.95,6781,5587,120,,,translate,1G,1G,,,,"2026-04-02 17:01:50"
HWTC48408A93,gpon,HWTC48408A93,HG8310M,mvillarreal,"Villa Dolores 2",2,8,44,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2024-02-16 17:14:35",Online,"Very good",-26.2,-21.61,6352,5420,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC234B9F9B,gpon,HWTC234B9F9B,IC425ETB,jrzarate,"Villa Dolores 2",2,8,47,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2024-03-27 09:48:43",Online,"Very good",-28.87,-27.96,6916,3782,120,,,translate,300Mbps,300Mbps,,,,"2026-04-07 08:45:25"
HWTC22CCAF9B,gpon,HWTC22CCAF9B,IC425ETB,nsmrobledo,"Villa Dolores 2",2,8,51,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2024-08-08 16:16:56",Online,"Very good",-25.23,-21.67,6602,3235,120,,,translate,300Mbps,300Mbps,,,,"2026-03-17 23:01:18"
HWTC7D98625D,gpon,HWTC7D98625D,HG8310M,fgonzales,"Villa Dolores 2",2,9,0,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-21 09:03:41",Online,"Very good",-28.54,-24.31,6377,4770,120,,,translate,300Mbps,300Mbps,,,,"2026-03-27 11:51:32"
HWTC7D74065D,gpon,HWTC7D74065D,HG8310M,mapereyra2,"Villa Dolores 2",2,9,1,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-21 09:53:42",Online,"Very good",-24.09,-20.86,6047,3173,120,,,translate,300Mbps,300Mbps,,,,"2026-04-12 16:57:02"
HWTC48A37A93,gpon,HWTC48A37A93,HG8310M,fcalderon1,"Villa Dolores 2",2,9,3,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-21 10:46:41",Online,"Very good",-27.7,-24.81,6233,3795,120,,,translate,300Mbps,300Mbps,,,,"2026-04-06 14:31:16"
HWTC595EAB8C,gpon,HWTC595EAB8C,HG8310M,lpereyra2,"Villa Dolores 2",2,9,4,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-21 11:10:45",Online,"Very good",-25.38,-22.92,6010,3529,120,,,translate,300Mbps,300Mbps,,,,"2026-04-11 15:22:25"
HWTC59250B8C,gpon,HWTC59250B8C,HG8310M,carojas,"Villa Dolores 2",2,9,5,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-21 11:37:57",Online,Warning,-30.97,-26.57,6236,4845,120,,,translate,300Mbps,300Mbps,,,,"2026-04-10 12:29:37"
HWTC7D3F7E5D,gpon,HWTC7D3F7E5D,HG8310M,gaguero,"Villa Dolores 2",2,9,6,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-21 16:46:07",Online,"Very good",-29.59,-28.24,6329,4184,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC7D11A15D,gpon,HWTC7D11A15D,HG8310M,mbmelian,"Villa Dolores 2",2,9,8,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-22 10:42:58",Online,"Very good",-28.87,-24.43,6335,2057,120,,,translate,300Mbps,300Mbps,,,,"2026-04-16 10:54:14"
HWTC7D9D335D,gpon,HWTC7D9D335D,HG8310M,ijmoreno,"Villa Dolores 2",2,9,9,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-22 11:51:50",Online,"Very good",-28.54,-23.66,6378,4480,120,,,translate,300Mbps,300Mbps,,,,"2026-04-13 19:26:46"
HWTC7D99F65D,gpon,HWTC7D99F65D,HG8310M,abustos,"Villa Dolores 2",2,9,10,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-22 12:26:27",Online,"Very good",-23.77,-20.27,6663,3002,120,,,translate,300Mbps,300Mbps,,,,"2026-04-07 09:26:55"
HWTC7D87915D,gpon,HWTC7D87915D,HG8310M,druarte,"Villa Dolores 2",2,9,13,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-25 09:55:39",Online,"Very good",-25.53,-22.84,6615,4229,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC7D4FB85D,gpon,HWTC7D4FB85D,HG8310M,hmorales,"Villa Dolores 2",2,9,14,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-25 10:36:19",Online,"Very good",-27.7,-26.99,6613,3582,120,,,translate,300Mbps,300Mbps,,,,"2026-04-02 13:55:25"
HWTC5977E98C,gpon,HWTC5977E98C,HG8310M,nsosa2,"Villa Dolores 2",2,9,16,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-25 18:28:43",Online,"Very good",-26.99,-23.28,6755,5235,120,,,translate,300Mbps,300Mbps,,,,"2026-04-07 15:20:52"
HWTC7D57BF5D,gpon,HWTC7D57BF5D,HG8310M,mromero5,"Villa Dolores 2",2,9,18,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-26 12:34:43",Online,"Very good",-27.45,-23.66,6757,3523,120,,,translate,300Mbps,300Mbps,,,,"2026-04-01 14:01:09"
HWTC4847D393,gpon,HWTC4847D393,HG8310M,rysasa,"Villa Dolores 2",2,9,20,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-26 18:48:40",Online,"Very good",-25.38,-22.75,6587,3759,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC7D64E55D,gpon,HWTC7D64E55D,HG8310M,sferreyra,"Villa Dolores 2",2,9,28,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-29 10:58:47",Online,"Very good",-24.95,-22.59,6545,3462,120,,,translate,300Mbps,300Mbps,,,,"2026-04-09 23:25:46"
HWTC59296F8C,gpon,HWTC59296F8C,HG8310M,mortiz3,"Villa Dolores 2",2,9,30,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-10-03 09:12:13",Online,"Very good",-25.38,-20.65,6600,2953,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC7D8E0D5D,gpon,HWTC7D8E0D5D,HG8310M,jlpereyra,"Villa Dolores 2",2,9,32,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-10-04 17:56:38",Online,"Very good",-24.09,-20.22,6129,3804,120,,,translate,300Mbps,300Mbps,,,,"2026-04-15 13:22:33"
TPLGB5E00042,gpon,TPLGB5E00042,TX-6610,alheredia,"Villa Dolores 2",2,9,33,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2025-03-20 12:00:45",Online,"Very good",-26.39,-21.48,6113,5777,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC485E5093,gpon,HWTC485E5093,HG8310M,mbustos3,"Villa Dolores 2",2,9,36,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-10-12 16:09:21",Online,"Very good",-25.38,-20.97,6247,3487,120,,,translate,300Mbps,300Mbps,,,,"2026-03-26 17:23:09"
HWTC7D210A5D,gpon,HWTC7D210A5D,HG8310M,vochoa,"Villa Dolores 2",2,9,38,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-10-19 12:07:15",Online,"Very good",-23.88,-19.87,6474,4983,120,,,translate,300Mbps,300Mbps,,,,"2026-04-01 11:36:16"
HWTC23182F9B,gpon,HWTC23182F9B,IC425ETB,msperalta,"Villa Dolores 2",2,9,39,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-10-19 15:50:53",Online,"Very good",-25.23,-21.74,6556,2795,120,,,translate,300Mbps,300Mbps,,,,"2026-04-07 09:26:55"
HWTC7D13265D,gpon,HWTC7D13265D,HG8310M,mepalacio,"Villa Dolores 2",2,9,40,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-10-26 18:06:01",Online,"Very good",-24.44,-21.48,6428,4250,120,,,translate,300Mbps,300Mbps,,,,"2026-04-07 09:26:55"
HWTC7D18865D,gpon,HWTC7D18865D,HG8310M,rgomez2,"Villa Dolores 2",2,9,41,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-11-02 19:34:53",Online,"Very good",-24.82,-21.42,6561,4490,120,,,translate,300Mbps,300Mbps,,,,"2026-04-14 18:55:08"
TPLGB5DFFCE7,gpon,TPLGB5DFFCE7,EG8141A5,srolivera,"Villa Dolores 2",2,9,49,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2024-07-29 10:48:31",Online,"Very good",-26.03,-22.22,6207,2450,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
TPLG8BDDDC10,gpon,TPLG8BDDDC10,TX-6610,jmolmos,"Villa Dolores 2",2,9,53,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2024-12-13 17:58:00",Online,"Very good",-28.24,-24.95,6219,534,120,,,translate,300Mbps,300Mbps,,,,"2026-04-01 20:50:21"
HWTC7D940B5D,gpon,HWTC7D940B5D,HG8310M,arvillarreal,"Villa Dolores 2",2,10,0,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-25 12:20:13",Online,"Very good",-24.95,-21.02,6814,3206,120,,,translate,300Mbps,300Mbps,,,,"2026-03-23 18:43:09"
HWTC7D7F7A5D,gpon,HWTC7D7F7A5D,HG8310M,jochoa1,"Villa Dolores 2",2,10,1,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-26 10:46:51",Online,"Very good",-26.2,-27.96,7036,4231,120,,,translate,300Mbps,300Mbps,,,,"2026-04-12 10:55:51"
HWTC7D30F35D,gpon,HWTC7D30F35D,HG8310M,poyola,"Villa Dolores 2",2,10,2,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-26 11:49:03",Online,"Very good",-24.69,-23.98,6840,2670,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC7D23BA5D,gpon,HWTC7D23BA5D,HG8310M,lcuello,"Villa Dolores 2",2,10,3,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-26 16:24:22",Online,"Very good",-24.82,-21.3,6848,2712,120,,,translate,300Mbps,300Mbps,,,,"2026-03-14 18:56:14"
HWTC7D6BF85D,gpon,HWTC7D6BF85D,HG8310M,famaya1,"Villa Dolores 2",2,10,5,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-29 11:59:05",Online,"Very good",-27.22,-23.66,7409,3852,120,,,translate,300Mbps,300Mbps,,,,"2026-04-05 17:17:05"
HWTC48B7BA93,gpon,HWTC48B7BA93,HG8310M,azarandom,"Villa Dolores 2",2,10,7,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-29 12:42:43",Online,"Very good",-24.95,-22,7359,5301,120,,,translate,300Mbps,300Mbps,,,,"2026-04-05 17:17:05"
HWTC7DAC2D5D,gpon,HWTC7DAC2D5D,HG8310M,apereyra7,"Villa Dolores 2",2,10,9,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-10-02 12:05:10",Online,"Very good",-29.21,-25.85,7274,4979,120,,,translate,300Mbps,300Mbps,,,,"2026-04-05 17:17:05"
HWTC7D23955D,gpon,HWTC7D23955D,HG8310M,rcaballero,"Villa Dolores 2",2,10,10,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-10-03 09:40:41",Online,"Very good",-24.95,-21.8,7442,2970,120,,,translate,300Mbps,300Mbps,,,,"2026-04-02 06:04:17"
HWTC7D26E45D,gpon,HWTC7D26E45D,HG8310M,czarandon,"Villa Dolores 2",2,10,12,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-10-03 10:21:46",Online,"Very good",-27.96,-23.1,7312,5392,120,,,translate,300Mbps,300Mbps,,,,"2026-04-05 17:17:05"
HWTC48ACE093,gpon,HWTC48ACE093,HG8310M,glucero,"Villa Dolores 2",2,10,13,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-10-03 10:42:16",Online,"Very good",-27.22,-25.08,7437,2571,120,,,translate,300Mbps,300Mbps,,,,"2026-04-05 17:17:05"
HWTC7DB4995D,gpon,HWTC7DB4995D,HG8310M,disppasovirgen,"Villa Dolores 2",2,10,16,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-10-03 11:27:10",Online,"Very good",-26.2,-26.77,7413,270,120,,,translate,300Mbps,300Mbps,,,,"2026-04-05 17:17:05"
HWTC7D66805D,gpon,HWTC7D66805D,HG8310M,vchavez,"Villa Dolores 2",2,10,20,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-10-03 18:33:45",Online,"Very good",-25.53,-21.8,7511,5488,120,,,translate,300Mbps,300Mbps,,,,"2026-04-16 18:47:02"
HWTC7D8E5A5D,gpon,HWTC7D8E5A5D,HG8310M,mtorres5,"Villa Dolores 2",2,10,23,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-10-04 11:02:04",Online,"Very good",-26.03,-23.76,7452,2714,120,,,translate,300Mbps,300Mbps,,,,"2026-04-07 09:26:55"
HWTC7D6DB15D,gpon,HWTC7D6DB15D,HG8310M,mbravo2,"Villa Dolores 2",2,10,24,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-10-04 11:54:59",Online,"Very good",-25.09,-21.19,7394,656,120,,,translate,300Mbps,300Mbps,,,,"2026-04-05 17:17:05"
HWTC7D12355D,gpon,HWTC7D12355D,HG8310M,djsolis,"Villa Dolores 2",2,10,26,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-10-04 19:03:25",Online,"Very good",-26.39,-22.59,7440,5469,120,,,translate,300Mbps,300Mbps,,,,"2026-04-11 15:15:56"
HWTC7D3AF85D,gpon,HWTC7D3AF85D,HG8310M,naoviedo,"Villa Dolores 2",2,10,28,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-10-05 09:52:14",Online,"Very good",-26.03,-23.87,7561,2548,120,,,translate,300Mbps,300Mbps,,,,"2026-04-05 17:17:05"
HWTC59A5418C,gpon,HWTC59A5418C,HG8310M,mcmiranda,"Villa Dolores 2",2,10,30,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-10-05 16:09:33",Online,"Very good",-25.86,-23.56,7351,2107,120,,,translate,300Mbps,300Mbps,,,,"2026-04-13 06:59:08"
HWTC7D59455D,gpon,HWTC7D59455D,HG8310M,layan,"Villa Dolores 2",2,10,32,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-10-06 16:58:45",Online,"Very good",-28.54,-28.86,7424,3076,120,,,translate,300Mbps,300Mbps,,,,"2026-04-05 17:17:05"
HWTC23214F9B,gpon,HWTC23214F9B,IC425ETB,uligorria,"Villa Dolores 2",2,10,35,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2024-03-13 09:15:09",Online,"Very good",-25.86,-22,7464,2839,120,,,translate,300Mbps,300Mbps,,,,"2026-04-05 17:17:05"
HWTC7D79C25D,gpon,HWTC7D79C25D,HG8310M,carce,"Villa Dolores 2",2,10,37,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-10-13 11:50:19",Online,Warning,-30,-25.53,7422,3694,120,,,translate,300Mbps,300Mbps,,,,"2026-04-05 17:17:05"
HWTC7DB8AD5D,gpon,HWTC7DB8AD5D,HG8310M,rmoviedo,"Villa Dolores 2",2,10,38,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-10-17 11:48:30",Online,"Very good",-25.09,-21.94,7343,4573,120,,,translate,300Mbps,300Mbps,,,,"2026-04-15 10:07:51"
